Time (s),EEG Fpz-Cz_Original,EEG Fpz-Cz_Filtered,EEG Pz-Oz_Original,EEG Pz-Oz_Filtered,EOG horizontal_Original,EOG horizontal_Filtered,Resp oro-nasal_Original,Resp oro-nasal_Filtered,EMG submental_Original,EMG submental_Filtered,Temp rectal_Original,Temp rectal_Filtered,Event marker_Original,Event marker_Filtered
1.89,13.643956043956043,13.643956043956043,-4.386813186813175,-4.386813186813175,20.943833943833997,20.943833943833997,105606435.90652964,105606435.90652964,3.4463967984638453,3.4463967984638453,37241152.71839099,37241152.71839099,915943203.0302746,915943203.0302746
1.9,12.518681318681319,12.518681318681319,-4.0029304029303905,-4.0029304029303905,16.50866910866916,16.50866910866916,87573755.2368798,87573755.2368798,3.4488443494181413,3.4488443494181413,37240747.25238315,37240747.25238315,916240980.2533336,916240980.2533336
1.91,13.08131868131868,13.08131868131868,-1.9875457875457754,-1.9875457875457754,23.900610500610554,23.900610500610554,69471565.80070847,69471565.80070847,3.451345516888379,3.451345516888379,37240338.25283596,37240338.25283596,916535351.976843,916535351.976843
1.92,11.112087912087912,11.112087912087912,-0.6439560439560317,-0.6439560439560317,19.46544566544572,19.46544566544572,51309359.87336442,51309359.87336442,3.4538987502737335,3.4538987502737335,37239926.09362106,37239926.09362106,916826122.1520531,916826122.1520531
1.93,17.01978021978022,17.01978021978022,-4.098901098901087,-4.098901098901087,21.436630036630092,21.436630036630092,33096667.54681223,33096667.54681223,3.456502458151693,3.456502458151693,37239511.146583445,37239511.146583445,917113097.2497336,917113097.2497336
1.94,11.956043956043956,11.956043956043956,-2.9472527472527346,-2.9472527472527346,16.50866910866916,16.50866910866916,14843050.970183361,14843050.970183361,3.459155009442541,3.459155009442541,37239093.781259686,37239093.781259686,917396086.4059612,917396086.4059612
1.95,11.768498168498168,11.768498168498168,-2.0835164835164717,-2.0835164835164717,20.943833943833997,20.943833943833997,-3441901.4348973087,-3441901.4348973087,3.4618547346069173,3.4618547346069173,37238674.36460102,37238674.36460102,917674901.5663446,917674901.5663446
1.96,2.391208791208791,2.391208791208791,-1.9875457875457754,-1.9875457875457754,25.871794871794926,25.871794871794926,-21748580.780514624,-21748580.780514624,3.464599926875486,3.464599926875486,37238253.26070162,37238253.26070162,917949357.6285651,917949357.6285651
1.97,10.174358974358972,10.174358974358972,-2.275457875457863,-2.275457875457863,20.451037851037903,20.451037851037903,-40067363.536486976,-40067363.536486976,3.4673888435097915,3.4673888435097915,37237830.830531485,37237830.830531485,918219272.583122,918219272.583122
1.98,6.610989010989011,6.610989010989011,-2.7553113553113433,-2.7553113553113433,21.929426129426183,21.929426129426183,-58388617.36848595,-58388617.36848595,3.4702197070932614,3.4702197070932614,37237407.43167517,37237407.43167517,918484467.652195,918484467.652195
1.99,10.924542124542125,10.924542124542125,-4.0029304029303905,-4.0029304029303905,21.436630036630092,21.436630036630092,-76702706.9865144,-76702706.9865144,3.4730907068513837,3.4730907068513837,37236983.4180759,37236983.4180759,918744767.4264911,918744767.4264911
2.0,4.4542124542124535,4.4542124542124535,-6.690109890109878,-6.690109890109878,23.407814407814463,23.407814407814463,-95000000.00000006,-95000000.00000006,3.476,3.476,37236559.13978493,37236559.13978493,918999999.9999996,918999999.9999996
2.01,-2.672527472527473,-2.672527472527473,-8.129670329670319,-8.129670329670319,20.451037851037903,20.451037851037903,-113270872.77574864,-113270872.77574864,3.47894571312065,3.47894571312065,37236134.94271747,37236134.94271747,919249997.1025289,919249997.1025289
2.02,-0.7970695970695972,-0.7970695970695972,-5.826373626373614,-5.826373626373614,18.972649572649622,18.972649572649622,-131505716.29500362,-131505716.29500362,3.481925943561907,3.481925943561907,37235711.168413825,37235711.168413825,919494594.2299354,919494594.2299354
2.03,-4.079120879120879,-4.079120879120879,-3.715018315018303,-3.715018315018303,22.91501831501837,22.91501831501837,-149694942.00585142,-149694942.00585142,3.4849387608655253,3.4849387608655253,37235288.15380706,37235288.15380706,919733630.7719432,919733630.7719432
2.04,-1.5472527472527475,-1.5472527472527475,-6.3062271062270945,-6.3062271062270945,22.91501831501837,22.91501831501837,-167828987.66721603,-167828987.66721603,3.48798220821638,3.48798220821638,37234866.230996996,37234866.230996996,919966950.1374515,919966950.1374515
2.05,-5.204395604395605,-5.204395604395605,-4.194871794871783,-4.194871794871783,17.00146520146525,17.00146520146525,-185898323.18068734,-185898323.18068734,3.4910543039149387,3.4910543039149387,37234445.727030165,37234445.727030165,920194399.8772305,920194399.8772305
2.06,-2.578754578754579,-2.578754578754579,-8.705494505494494,-8.705494505494494,18.47985347985353,18.47985347985353,-203893456.40643653,-203893456.40643653,3.494153042871164,3.494153042871164,37234026.96368672,37234026.96368672,920415831.8039207,920415831.8039207
2.07,-1.8285714285714285,-1.8285714285714285,-9.089377289377278,-9.089377289377278,14.537484737484789,14.537484737484789,-221804938.95947492,-221804938.95947492,3.4972763981186263,3.4972763981186263,37233610.25727379,37233610.25727379,920631102.109226,920631102.109226
2.08,6.048351648351648,6.048351648351648,-12.448351648351636,-12.448351648351636,15.523076923076975,15.523076923076975,-239623371.98252928,-239623371.98252928,3.5004223223476374,3.5004223223476374,37233195.91842538,37233195.91842538,920840071.4782176,920840071.4782176
2.09,-5.86080586080586,-5.86080586080586,-14.655677655677643,-14.655677655677643,11.087912087912141,11.087912087912141,-257339411.8918153,-257339411.8918153,3.5035887494561813,3.5035887494561813,37232784.251909696,37232784.251909696,921042605.2006586,921042605.2006586
2.1,-5.485714285714286,-5.485714285714286,-18.014652014652004,-18.014652014652004,-35.72771672771667,-35.72771672771667,-274943776.0920092,-274943776.0920092,3.506773596117368,3.506773596117368,37232375.556442544,37232375.556442544,921238573.2792534,921238573.2792534
2.11,-7.173626373626373,-7.173626373626373,-14.75164835164834,-14.75164835164834,-47.554822954822896,-47.554822954822896,-292427248.65673375,-292427248.65673375,3.509974763362225,3.509974763362225,37231970.12450876,37231970.12450876,921427850.5347377,921427850.5347377
2.12,3.7040293040293037,3.7040293040293037,-15.135531135531124,-15.135531135531124,-78.10818070818065,-78.10818070818065,-309780685.97089744,-309780685.97089744,3.5131901381764923,3.5131901381764923,37231568.242189825,37231568.242189825,921610316.7077329,921610316.7077329
2.13,-2.2974358974358973,-2.2974358974358973,-12.064468864468854,-12.064468864468854,-105.70476190476185,-105.70476190476185,-326995022.33124626,-326995022.33124626,3.5164175951101795,3.5164175951101795,37231170.18899958,37231170.18899958,921785856.5572628,921785856.5572628
2.14,-6.704761904761905,-6.704761904761905,-13.599999999999989,-13.599999999999989,-116.05347985347981,-116.05347985347981,-344061275.50151616,-344061275.50151616,3.5196549978985856,3.5196549978985856,37230776.23772626,37230776.23772626,921954359.9558729,921954359.9558729
2.15,-2.2974358974358973,-2.2974358974358973,-19.742124542124532,-19.742124542124532,-129.8517704517704,-129.8517704517704,-360970552.2185971,-360970552.2185971,3.5229002010934733,3.5229002010934733,37230386.65428289,37230386.65428289,922115721.9812579,922115721.9812579
2.16,-5.86080586080586,-5.86080586080586,-18.590476190476178,-18.590476190476178,-136.7509157509157,-136.7509157509157,-377714053.6461575,-377714053.6461575,3.526151051703103,3.526151051703103,37230001.69756423,37230001.69756423,922269843.0043317,922269843.0043317
2.17,-2.2974358974358973,-2.2974358974358973,-16.287179487179476,-16.287179487179476,-124.43101343101337,-124.43101343101337,-394283080.7722002,-394283080.7722002,3.5294053908397856,3.5294053908397856,37229621.61931156,37229621.61931156,922416628.7736577,922416628.7736577
2.18,4.266666666666667,4.266666666666667,-19.26227106227105,-19.26227106227105,-129.8517704517704,-129.8517704517704,-410669039.747068,-410669039.747068,3.532661055373641,3.532661055373641,37229246.66398516,37229246.66398516,922555990.4961765,922555990.4961765
2.19,6.517216117216117,6.517216117216117,-17.630769230769218,-17.630769230769218,-112.11111111111104,-112.11111111111104,-426863447.1584418,-426863447.1584418,3.535915879591236,3.535915879591236,37228877.06864372,37228877.06864372,922687844.9141542,922687844.9141542
2.2,3.7040293040293037,3.7040293040293037,-17.054945054945044,-17.054945054945044,-104.22637362637356,-104.22637362637356,-442857935.23992425,-442857935.23992425,3.539167696857758,3.539167696857758,37228513.06283194,37228513.06283194,922812114.3782873,922812114.3782873
2.21,4.172893772893772,4.172893772893772,-9.569230769230757,-9.569230769230757,-97.82002442002437,-97.82002442002437,-458644257.0098371,-458644257.0098371,3.5424143412813645,3.5424143412813645,37228154.86847534,37228154.86847534,922928726.9169056,922928726.9169056
2.22,3.6102564102564094,3.6102564102564094,-8.513553113553101,-8.513553113553101,-85.00732600732596,-85.00732600732596,-474214291.336907,-474214291.336907,3.5456536493784028,3.5456536493784028,37227802.69978289,37227802.69978289,923037616.301206,923037616.301206
2.23,2.953846153846153,2.953846153846153,-8.225641025641014,-8.225641025641014,-78.60097680097675,-78.60097680097675,-489560047.92956233,-489560047.92956233,3.548883461738118,3.548883461738118,37227456.76315705,37227456.76315705,923138722.106458,923138722.106458
2.24,1.7347985347985344,1.7347985347985344,-8.033699633699621,-8.033699633699621,-71.20903540903537,-71.20903540903537,-504673672.24560595,-504673672.24560595,3.552101624685531,3.552101624685531,37227117.257111594,37227117.257111594,923231989.7691296,923231989.7691296
2.25,1.3597069597069595,1.3597069597069595,-3.139194139194127,-3.139194139194127,-74.16581196581191,-74.16581196581191,-519547450.3190885,-519547450.3190885,3.555305991941111,3.555305991941111,37226784.37219703,37226784.37219703,923317370.6398818,923317370.6398818
2.26,-1.9223443223443226,-1.9223443223443226,-10.720879120879108,-10.720879120879108,-68.7450549450549,-68.7450549450549,-534173813.50125176,-534173813.50125176,3.558494426275939,3.558494426275939,37226458.29093362,37226458.29093362,923394822.0323739,923394822.0323739
2.27,-5.485714285714286,-5.485714285714286,-8.705494505494494,-8.705494505494494,-60.86031746031741,-60.86031746031741,-548545343.1124696,-548545343.1124696,3.561664801160971,3.561664801160971,37226139.18775183,37226139.18775183,923464307.2678392,923464307.2678392
2.28,-3.61025641025641,-3.61025641025641,-2.659340659340647,-2.659340659340647,-60.86031746031741,-60.86031746031741,-562654775.002171,-562654775.002171,3.5648150024091088,3.5648150024091088,37225827.22894072,37225827.22894072,923525795.715388,923525795.715388
2.29,-4.923076923076923,-4.923076923076923,-10.24102564102563,-10.24102564102563,-39.17728937728933,-39.17728937728933,-576495004.0137885,-576495004.0137885,3.5679429298087197,3.5679429298087197,37225522.57260348,37225522.57260348,923579262.827988,923579262.827988
2.3,20.583150183150185,20.583150183150185,-15.615384615384604,-15.615384615384604,-50.01880341880337,-50.01880341880337,-590059088.3518344,-590059088.3518344,3.5710464987472808,3.5710464987472808,37225225.36862073,37225225.36862073,923624690.1740979,923624690.1740979
2.31,-26.584615384615386,-26.584615384615386,2.5230769230769354,2.5230769230769354,-40.1628815628815,-40.1628815628815,-603340253.8482722,-603340253.8482722,3.5741236418238445,3.5741236418238445,37224935.75862099,37224935.75862099,923662065.4649042,923662065.4649042
2.32,-21.23956043956044,-21.23956043956044,-1.4117216117215996,-1.4117216117215996,-56.91794871794867,-56.91794871794867,-616331898.1254141,-616331898.1254141,3.5771723104489905,3.5771723104489905,37224653.87595924,37224653.87595924,923691382.5771391,923691382.5771391
2.33,-43.651282051282045,-43.651282051282045,-14.94358974358973,-14.94358974358973,-57.90354090354086,-57.90354090354086,-629027594.6526392,-629027594.6526392,3.5801904764309826,3.5801904764309826,37224379.84570186,37224379.84570186,923712641.5714504,923712641.5714504
2.34,-25.74065934065934,-25.74065934065934,-12.352380952380939,-12.352380952380939,-78.10818070818065,-78.10818070818065,-641421096.6943043,-641421096.6943043,3.583176133546829,3.583176133546829,37224113.78461974,37224113.78461974,923725848.7062898,923725848.7062898
2.35,-58.93626373626373,-58.93626373626373,-13.504029304029292,-13.504029304029292,-71.70183150183144,-71.70183150183144,-653506341.1462742,-653506341.1462742,3.5861272990969706,3.5861272990969706,37223855.80118793,37223855.80118793,923731016.4473096,923731016.4473096
2.36,-65.4065934065934,-65.4065934065934,-13.408058608058594,-13.408058608058594,-76.62979242979239,-76.62979242979239,-665277452.2585863,-665277452.2585863,3.58904201544233,3.58904201544233,37223605.99559314,37223605.99559314,923728163.4722354,923728163.4722354
2.37,-67.84468864468865,-67.84468864468865,-15.903296703296691,-15.903296703296691,-67.7594627594627,-67.7594627594627,-676728745.2418244,-676728745.2418244,3.5919183515224513,3.5919183515224513,37223364.45974791,37223364.45974791,923717314.6712087,923717314.6712087
2.38,-58.092307692307685,-58.092307692307685,-18.398534798534786,-18.398534798534786,-78.60097680097675,-78.60097680097675,-687854729.7548604,-687854729.7548604,3.59475440435353,3.59475440435353,37223131.27731162,37223131.27731162,923698501.1425843,923698501.1425843
2.39,-41.68205128205128,-41.68205128205128,-20.70183150183149,-20.70183150183149,-69.23785103785097,-69.23785103785097,-698650113.271693,-698650113.271693,3.597548300505072,3.597548300505072,37222906.52371881,37222906.52371881,923671760.1841698,923671760.1841698
2.4,-68.5010989010989,-68.5010989010989,-12.256410256410243,-12.256410256410243,-59.87472527472522,-59.87472527472522,-709109804.3251956,-709109804.3251956,3.600298197553978,3.600298197553978,37222690.266214244,37222690.266214244,923637135.2799047,923637135.2799047
2.41,-58.56117216117216,-58.56117216117216,-17.726739926739917,-17.726739926739917,-43.11965811965806,-43.11965811965806,-719228915.625659,-719228915.625659,3.6030022855149118,3.6030022855149118,37222482.56389441,37222482.56389441,923594676.0819739,923594676.0819739
2.42,-73.75238095238093,-73.75238095238093,-18.782417582417573,-18.782417582417573,-46.56923076923072,-46.56923076923072,-729002767.0521023,-729002767.0521023,3.6056587882457056,3.6056587882457056,37222283.4677559,37222283.4677559,923544438.3883619,923544438.3883619
2.43,-47.87106227106227,-47.87106227106227,-22.717216117216108,-22.717216117216108,-23.900610500610448,-23.900610500610448,-738426888.514401,-738426888.514401,3.6082659648267215,3.6082659648267215,37222093.0207503,37222093.0207503,923486484.1158401,923486484.1158401
2.44,-55.18534798534798,-55.18534798534798,-4.866666666666654,-4.866666666666654,-20.4510378510378,-20.4510378510378,-747497022.6843679,-747497022.6843679,3.610822110912996,3.610822110912996,37221911.25784526,37221911.25784526,923420881.2684104,923420881.2684104
2.45,-50.215384615384615,-50.215384615384615,-19.07032967032966,-19.07032967032966,-8.13113553113548,-8.13113553113548,-756209127.5940073,-756209127.5940073,3.6133255600580823,3.6133255600580823,37221738.20609207,37221738.20609207,923347703.9012,923347703.9012
2.46,-45.43296703296703,-45.43296703296703,-10.816849816849805,-10.816849816849805,6.6527472527473055,6.6527472527473055,-764559379.0992497,-764559379.0992497,3.615774685008492,3.615774685008492,37221573.88469918,37221573.88469918,923267032.0798327,923267032.0798327
2.47,-38.212454212454205,-38.212454212454205,-9.569230769230757,-9.569230769230757,30.306959706959756,30.306959706959756,-772544173.2075527,-772544173.2075527,3.6181678989676866,3.6181678989676866,37221418.30511203,37221418.30511203,923178951.8352877,923178951.8352877
2.48,-34.36776556776557,-34.36776556776557,-3.715018315018303,-3.715018315018303,34.7421245421246,34.7421245421246,-780160128.2678573,-780160128.2678573,3.6205036568285576,3.6205036568285576,37221271.47109825,37221271.47109825,923083555.1142725,923083555.1142725
2.49,-23.583882783882785,-23.583882783882785,-10.43296703296702,-10.43296703296702,39.670085470085525,39.670085470085525,-787404087.0214624,-787404087.0214624,3.6227804563734174,3.6227804563734174,37221133.37883938,37221133.37883938,922980939.7251272,922980939.7251272
2.5,-10.174358974358972,-10.174358974358972,-6.402197802197789,-6.402197802197789,59.87472527472532,59.87472527472532,-794273118.5124791,-794273118.5124791,3.6249968394404837,3.6249968394404837,37221004.01702726,37221004.01702726,922871209.2792913,922871209.2792913
2.51,-21.427106227106222,-21.427106227106222,-6.210256410256397,-6.210256410256397,69.73064713064717,69.73064713064717,-800764519.8566123,-800764519.8566123,3.627151393055905,3.627151393055905,37220883.36696682,37220883.36696682,922754473.1283659,922754473.1283659
2.52,-17.582417582417584,-17.582417582417584,-13.695970695970685,-13.695970695970685,81.55775335775341,81.55775335775341,-806875817.8671156,-806875817.8671156,3.629242750530419,3.629242750530419,37220771.402683504,37220771.402683504,922630846.2968042,922630846.2968042
2.53,-10.174358974358972,-10.174358974358972,-12.448351648351636,-12.448351648351636,92.89206349206356,92.89206349206356,-812604770.536847,-812604770.536847,3.631269592519692,3.631269592519692,37220668.09103611,37220668.09103611,922500449.4102583,922500449.4102583
2.54,-15.800732600732601,-15.800732600732601,-9.28131868131867,-9.28131868131867,89.935286935287,89.935286935287,-817949368.3754566,-817949368.3754566,3.63323064804752,3.63323064804752,37220573.39183478,37220573.39183478,922363408.6196432,922363408.6196432
2.55,-11.487179487179487,-11.487179487179487,-4.48278388278387,-4.48278388278387,101.76239316239322,101.76239316239322,-822907835.6008233,-822907835.6008233,3.6351246954909975,3.6351246954909975,37220487.257963635,37220487.257963635,922219855.5209427,922219855.5209427
2.56,-3.422710622710623,-3.422710622710623,-10.816849816849805,-10.816849816849805,119.50305250305254,119.50305250305254,-827478631.1839561,-827478631.1839561,3.6369505635268853,3.6369505635268853,37220409.63550798,37220409.63550798,922069927.0708125,922069927.0708125
2.57,7.454945054945055,7.454945054945055,-6.018315018315006,-6.018315018315006,119.99584859584866,119.99584859584866,-831660449.7466707,-831660449.7466707,3.6387071320383484,3.6387071320383484,37220340.46388661,37220340.46388661,921913765.4980347,921913765.4980347
2.58,-33.99267399267399,-33.99267399267399,-11.39267399267398,-11.39267399267398,122.9526251526252,122.9526251526252,-835452222.3114398,-835452222.3114398,3.640393332981365,3.640393332981365,37220279.67598768,37220279.67598768,921751518.2108684,921751518.2108684
2.59,-12.706227106227105,-12.706227106227105,-13.887912087912074,-13.887912087912074,108.16874236874241,108.16874236874241,-838853116.9029241,-838853116.9029241,3.6420081512100215,3.6420081512100215,37220227.19830957,37220227.19830957,921583337.7003586,921583337.7003586
2.6,-17.957509157509158,-17.957509157509158,-16.287179487179476,-16.287179487179476,128.86617826617834,128.86617826617834,-841862539.0007726,-841862539.0007726,3.64355062526009,3.64355062526009,37220182.95110505,37220182.95110505,921409381.4396665,921409381.4396665
2.61,-20.676923076923078,-20.676923076923078,-10.624908424908414,-10.624908424908414,136.75091575091582,136.75091575091582,-844480131.843386,-844480131.843386,3.6450198480901723,3.6450198480901723,37220146.84852981,37220146.84852981,921229811.7794778,921229811.7794778
2.62,-18.801465201465202,-18.801465201465202,-11.008791208791196,-11.008791208791196,141.18608058608064,141.18608058608064,-846705776.582434,-846705776.582434,3.646414967779824,3.646414967779824,37220118.79879452,37220118.79879452,921044795.8395551,921044795.8395551
2.63,-15.894505494505493,-15.894505494505493,-6.114285714285702,-6.114285714285702,139.21489621489627,139.21489621489627,-848539592.2880006,-848539592.2880006,3.6477351881840536,3.6477351881840536,37220098.7043201,37220098.7043201,920854505.3965107,920854505.3965107
2.64,-33.805128205128206,-33.805128205128206,-4.674725274725262,-4.674725274725262,158.92673992674,158.92673992674,-849981935.8043525,-849981935.8043525,3.6489797695436974,3.6489797695436974,37220086.461896956,37220086.461896956,920659116.7678664,920659116.7678664
2.65,-49.37142857142857,-49.37142857142857,-9.185347985347972,-9.185347985347972,136.2581196581197,136.2581196581197,-851033401.4563904,-851033401.4563904,3.6501480290510977,3.6501480290510977,37220081.96284661,37220081.96284661,920458810.6924741,920458810.6924741
2.66,-49.74652014652014,-49.74652014652014,-1.2197802197802075,-1.2197802197802075,148.57802197802204,148.57802197802204,-851694820.6069691,-851694820.6069691,3.6512393413706676,3.6512393413706676,37220085.093186684,37220085.093186684,920253772.2073778,920253772.2073778
2.67,-55.091575091575095,-55.091575091575095,0.411721611721624,0.411721611721624,144.6356532356533,144.6356532356533,-851967261.0653495,-851967261.0653495,3.6522531391138515,3.6522531391138515,37220095.733798884,37220095.733798884,920044190.5211995,920044190.5211995
2.68,-53.77875457875457,-53.77875457875457,4.3465201465201595,4.3465201465201595,141.67887667887675,141.67887667887675,-851852026.3471471,-851852026.3471471,3.6531889132681323,3.6531889132681323,37220113.76059898,37220113.76059898,919830258.8841273,919830258.8841273
2.69,-51.24688644688644,-51.24688644688644,-0.5479853479853357,-0.5479853479853357,137.2437118437119,137.2437118437119,-851350654.7862383,-851350654.7862383,3.6540462135796874,3.6540462135796874,37220139.044709705,37220139.044709705,919612174.4545954,919612174.4545954
2.7,-45.62051282051282,-45.62051282051282,1.1794871794871917,1.1794871794871917,162.37631257631264,162.37631257631264,-850464918.4991854,-850464918.4991854,3.6548246488893645,3.6548246488893645,37220171.45263553,37220171.45263553,919390138.1627469,919390138.1627469
2.71,-32.39853479853479,-32.39853479853479,-3.043223443223431,-3.043223443223431,149.07081807081812,149.07081807081812,-849196822.2028216,-849196822.2028216,3.6555238874217295,3.6555238874217295,37220210.846439935,37220210.846439935,919164354.5707623,919164354.5707623
2.72,-25.08424908424908,-25.08424908424908,-2.9472527472527346,-2.9472527472527346,165.33308913308917,165.33308913308917,-847548601.8857495,-847548601.8857495,3.656143657026897,3.656143657026897,37220257.083923884,37220257.083923884,918935031.7301601,918935031.7301601
2.73,-22.833699633699634,-22.833699633699634,-5.058608058608046,-5.058608058608046,164.347496947497,164.347496947497,-845522723.3345908,-845522723.3345908,3.6566837453749352,3.6566837453749352,37220310.01880663,37220310.01880663,918702381.0361565,918702381.0361565
2.74,-0.046886446886447046,-0.046886446886447046,-3.139194139194127,-3.139194139194127,191.4512820512821,191.4512820512821,-843121880.5159167,-843121880.5159167,3.6571440001027145,3.6571440001027145,37220369.500907555,37220369.500907555,918466617.0791847,918466617.0791847
2.75,9.142857142857142,9.142857142857142,-2.7553113553113433,-2.7553113553113433,201.80000000000004,201.80000000000004,-840348993.8148907,-840348993.8148907,3.6575243289130013,3.6575243289130013,37220435.37632947,37220435.37632947,918227957.4936771,918227957.4936771
2.76,17.394871794871793,17.394871794871793,-1.4117216117215996,-1.4117216117215996,192.9296703296704,192.9296703296704,-837207208.1317345,-837207208.1317345,3.6578246996257677,3.6578246996257677,37220507.4876431,37220507.4876431,917986622.8042183,917986622.8042183
2.77,24.24029304029304,24.24029304029304,-6.210256410256397,-6.210256410256397,201.30720390720396,201.30720390720396,-833699890.8372328,-833699890.8372328,3.6580451401816134,3.6580451401816134,37220585.67407235,37220585.67407235,917742836.2691619,917742836.2691619
2.78,32.586080586080584,32.586080586080584,-10.816849816849805,-10.816849816849805,207.22075702075708,207.22075702075708,-829830629.588576,-829830629.588576,3.6581857385973042,3.6581857385973042,37220669.77168057,37220669.77168057,917496823.72183,917496823.72183
2.79,34.836630036630034,34.836630036630034,-15.135531135531124,-15.135531135531124,190.4656898656899,190.4656898656899,-825603230.00692,-825603230.00692,3.6582466428734555,3.6582466428734555,37220759.613557026,37220759.613557026,917248813.4094058,917248813.4094058
2.8,43.93260073260073,43.93260073260073,-4.96263736263735,-4.96263736263735,211.65592185592192,211.65592185592192,-821021713.2181594,-821021713.2181594,3.6582280608544013,3.6582280608544013,37220855.030004226,37220855.030004226,916999035.8296219,916999035.8296219
2.81,47.02710622710622,47.02710622710622,-4.0029304029303905,-4.0029304029303905,209.68473748473755,209.68473748473755,-816090313.258463,-816090313.258463,3.658130260040376,3.658130260040376,37220955.84872494,37220955.84872494,916747723.5653661,916747723.5653661
2.82,46.183150183150175,46.183150183150175,11.25641025641027,11.25641025641027,222.49743589743596,222.49743589743596,-810813474.3462335,-810813474.3462335,3.657953567352116,3.657953567352116,37221061.895009786,37221061.895009786,916495111.1173186,916495111.1173186
2.83,40.838095238095235,40.838095238095235,-0.5479853479853357,-0.5479853479853357,217.569474969475,217.569474969475,-805195848.0222245,-805195848.0222245,3.6576983688481155,3.6576983688481155,37221172.99192428,37221172.99192428,916241434.7347368,916241434.7347368
2.84,45.8080586080586,45.8080586080586,0.7956043956044079,0.7956043956044079,224.4686202686203,224.4686202686203,-799242290.159644,-799242290.159644,3.6573651093946506,3.6573651093946506,37221288.960495874,37221288.960495874,915986932.2445078,915986932.2445078
2.85,45.52673992673993,45.52673992673993,-2.0835164835164717,-2.0835164835164717,206.727960927961,206.727960927961,-792957857.8461388,-792957857.8461388,3.6569542922889755,3.6569542922889755,37221409.619900115,37221409.619900115,915731842.8785875,915731842.8785875
2.86,17.11355311355311,17.11355311355311,0.50769230769232,0.50769230769232,215.10549450549453,215.10549450549453,-786347806.139659,-786347806.139659,3.6564664788358385,3.6564664788358385,37221534.78764675,37221534.78764675,915476407.0999511,915476407.0999511
2.87,-2.578754578754579,-2.578754578754579,0.891575091575104,0.891575091575104,195.88644688644695,195.88644688644695,-779417584.700264,-779417584.700264,3.655902287877744,3.655902287877744,37221664.2797644,37221664.2797644,915220866.4271786,915220866.4271786
2.88,-11.112087912087912,-11.112087912087912,2.8109890109890237,2.8109890109890237,209.68473748473755,209.68473748473755,-772172834.3000153,-772172834.3000153,3.6552623952792946,3.6552623952792946,37221797.91098472,37221797.91098472,914965463.2577943,914965463.2577943
2.89,-25.459340659340658,-25.459340659340658,-0.4520146520146397,-0.4520146520146397,206.23516483516488,206.23516483516488,-764619383.21319,-764619383.21319,3.6545475333660287,3.6545475333660287,37221935.49492512,37221935.49492512,914710440.6904951,914710440.6904951
2.9,-40.46300366300366,-40.46300366300366,0.9875457875457997,0.9875457875457997,212.64151404151409,212.64151404151409,-756763243.4891053,-756763243.4891053,3.653758490318198,3.653758490318198,37222076.8442704,37222076.8442704,914456042.3463882,914456042.3463882
2.91,-45.33919413919414,-45.33919413919414,-2.275457875457863,-2.275457875457863,184.05934065934073,184.05934065934073,-748610607.109938,-748610607.109938,3.652896109519968,3.652896109519968,37222221.77095268,37222221.77095268,914202512.1893727,914202512.1893727
2.92,-38.68131868131868,-38.68131868131868,-1.7956043956043835,-1.7956043956043835,188.98730158730166,188.98730158730166,-740167842.0359849,-740167842.0359849,3.6519612888645447,3.6519612888645447,37222370.08633018,37222370.08633018,913950094.3457816,913950094.3457816
2.93,-35.96190476190476,-35.96190476190476,1.5633699633699754,1.5633699633699754,185.0449328449329,185.0449328449329,-731441488.1408843,-731441488.1408843,3.6509549800158148,3.6509549800158148,37222521.60136345,37222521.60136345,913699032.9234337,913699032.9234337
2.94,-28.27252747252747,-28.27252747252747,-3.810989010988999,-3.810989010988999,182.58095238095245,182.58095238095245,-722438253.0393914,-722438253.0393914,3.6498781876270474,3.6498781876270474,37222676.12679072,37222676.12679072,913449571.8302081,913449571.8302081
2.95,-4.4542124542124535,-4.4542124542124535,-3.331135531135519,-3.331135531135519,175.68180708180714,175.68180708180714,-713165007.810364,-713165007.810364,3.6487319685173283,3.6487319685173283,37222833.473300256,37222833.473300256,913201954.5922831,913201954.5922831
2.96,11.393406593406594,11.393406593406594,-6.018315018315006,-6.018315018315006,189.48009768009774,189.48009768009774,-703628782.6176862,-703628782.6176862,3.6475174308063356,3.6475174308063356,37222993.45170111,37222993.45170111,912956424.1721702,912956424.1721702
2.97,26.021978021978022,26.021978021978022,-4.866666666666654,-4.866666666666654,190.4656898656899,190.4656898656899,-693836762.231917,-693836762.231917,3.6462357330082056,3.6462357330082056,37223155.87309149,37223155.87309149,912713222.7866681,912713222.7866681
2.98,42.244688644688644,42.244688644688644,-2.3714285714285595,-2.3714285714285595,190.95848595848602,190.95848595848602,-683796281.4555199,-683796281.4555199,3.644888083085146,3.644888083085146,37223320.54902411,37223320.54902411,912472591.7248826,912472591.7248826
2.99,44.68278388278387,44.68278388278387,-1.3157509157509035,-1.3157509157509035,172.23223443223446,172.23223443223446,-673514820.4545811,-673514820.4545811,3.643475737461648,3.643475737461648,37223487.29166999,37223487.29166999,912234771.1664361,912234771.1664361
3.0,53.122344322344325,53.122344322344325,-5.058608058608046,-5.058608058608046,172.23223443223446,172.23223443223446,-663000000.0000001,-663000000.0000001,3.641999999999998,3.641999999999998,37223655.913978465,37223655.913978465,911999999.9999995,911999999.9999995
